"LBRRY_NM","CTPRVN_NM","SIGNGU_NM","LBRRY_SE","CLOSE_DAY","WEEKDAY_OPER_OPEN_HHMM","WEEKDAY_OPER_COLSE_HHMM","SAT_OPER_OPER_OPEN_HHMM","SAT_OPER_CLOSE_HHMM","HOLIDAY_OPER_OPEN_HHMM","HOLIDAY_CLOSE_OPEN_HHMM","SEAT_CO","BOOK_CO","PBLICTN_CO","NONE_BOOK_CO","LON_CO","LON_DAYCNT","RDNMADR","OPER_INSTITUTION_NM","PHONE_NUMBER","PLOT_AR","BULD_AR","HOMEPAGE_URL","LATITUDE","LONGITUDE","REFERENCE_DATE","INSTT_CODE","INSTT_NM"
"푸른 도서관","인천광역시","서구","작은도서관","법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","100","2800","0","2","2","7","인천광역시 서구 크리스탈로102번길 25, 청라푸르지오 아파트 내","","032-565-5373","","","","37.53508877","126.6371569","2025-11-14","3561000","인천광역시 서해구"
"마을서재 느루","인천광역시","서구","작은도서관","월+법정공휴일","14:00","22:00","14:00","22:00","00:00","00:00","40","6000","0","99","2","7","인천광역시 서구 장고개로 272","","032-576-0106","","","","37.48822247","126.6822368","2025-11-14","3561000","인천광역시 서해구"
"청라 책나누미 CAFE","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","30","11614","0","0","0","0","인천광역시 서구 청라커낼로 269","","032-566-4618","","","","37.53263807","126.6441486","2025-11-14","3561000","인천광역시 서해구"
"책노리 도서관","인천광역시","서구","작은도서관","일+법정공휴일","14:00","17:00","11:00","13:00","00:00","00:00","17","2500","3","0","0","0","인천광역시 서구 청라커낼로 232, 청라엘에이치 관리동","","032-564-6447","","","","37.52771617","126.6482613","2025-11-14","3561000","인천광역시 서해구"
"조은생각 BOOK CAFE","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","12","2800","0","0","0","0","인천광역시 서구 검단로 814","","032-566-4016","","","","37.617022","126.6889361","2025-11-14","3561000","인천광역시 서해구"
"정다운 도서관","인천광역시","서구","작은도서관","월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","20","5324","0","0","0","0","인천광역시 서구 서곶로314번길 16, 정다운도서관","","032-562-1202","","","","37.54666268","126.6800697","2025-11-14","3561000","인천광역시 서해구"
"자작나무도서관","인천광역시","서구","작은도서관","일+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","20","8000","0","2","2","7","인천광역시 서구 청라루비로 106, 청라하우스토리 아파트 내","","032-569-7764","","","","37.53437221","126.6420888","2025-11-14","3561000","인천광역시 서해구"
"원당 작은 영어도서관","인천광역시","서구","작은도서관","일+법정공휴일","10:30","18:30","10:30","18:30","00:00","00:00","35","10000","0","300","2","7","인천광역시 서구 원당대로840번길 5","","032-566-7717","","","","37.59304899","126.6949082","2025-11-14","3561000","인천광역시 서해구"
"연희주민 문고","인천광역시","서구","작은도서관","토+일+법정공휴일","11:00","17:00","00:00","00:00","00:00","00:00","20","4500","0","0","0","0","인천광역시 서구 심곡로24번길 13","","032-562-2697","","","","37.54103678","126.6721551","2025-11-14","3561000","인천광역시 서해구"
"엑슬루타워 북카페","인천광역시","서구","작은도서관","월+법정공휴일","13:00","19:00","13:00","19:00","00:00","00:00","50","5816","0","2","2","7","인천광역시 서구 중봉대로586번길 22, 엑슬루타워 관리동","","032-569-9092","","","","37.53080502","126.6513493","2025-11-14","3561000","인천광역시 서해구"
"수정 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","09:00","17:00","00:00","00:00","00:00","00:00","12","6573","0","2","2","7","인천광역시 서구 불로로 64","","032-561-2671","","","","37.61396855","126.6790437","2025-11-14","3561000","인천광역시 서해구"
"서인천월드메르디앙 문고","인천광역시","서구","작은도서관","월+화+수+금+토+일+법정공휴일","16:00","19:00","00:00","00:00","00:00","00:00","12","3994","0","0","0","0","인천광역시 서구 신석로 71","","032-579-8023","","","","37.51162305","126.6687306","2025-11-14","3561000","인천광역시 서해구"
"새일꾼 작은도서관(휴관)","인천광역시","서구","작은도서관","휴관","10:00","19:00","00:00","00:00","00:00","00:00","6","1520","0","0","0","0","인천광역시 서구 승학로382번길 6","","032-564-0675","","","","37.55594433","126.6739956","2025-11-14","3561000","인천광역시 서해구"
"사랑의 작은도서관 북카페","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","16:00","00:00","00:00","00:00","00:00","6","11238","0","2","2","7","인천광역시 서구 승학로 480","","032-718-3519","","","","37.56441978","126.673601","2025-11-14","3561000","인천광역시 서해구"
"민들레작은도서관","인천광역시","서구","작은도서관","월+화+수+목+금+법정공휴일","00:00","00:00","14:00","18:00","00:00","00:00","30","3276","0","3","2","7","인천광역시 서구 원당대로608번안길 7-1, 새힘성결교회 옆 교육관 2층","","070-7560-9198","","","","37.59146981","126.667843","2025-11-14","3561000","인천광역시 서해구"
"단봉늘봄도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","190","40815","35","0","5","14","인천광역시 서구 오동로 25","인천광역시서구시설관리공단","032-251-7410","","","","","","2025-11-14","3561000","인천광역시 서해구"
"신석도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","147","69744","30","2725","5","14","인천광역시 서구 염곡로 299","인천광역시서구시설관리공단","032-571-9457","","","","37.511704","126.6681209","2025-11-14","3561000","인천광역시 서해구"
"심곡도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","237","77649","37","3051","5","14","인천광역시 서구 심곡로 31","인천광역시서구시설관리공단","032-568-0133","","","","37.5424302","126.6732215","2025-11-14","3561000","인천광역시 서해구"
"검단도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","265","59282","43","0","5","14","인천광역시 서구 완정로92번길 18","인천광역시서구시설관리공단","032-561-4117","","","","37.600564","126.6653487","2025-11-14","3561000","인천광역시 서해구"
"석남도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","198","61945","40","4177","5","14","인천광역시 서구 서달로137번길 6-12","인천광역시서구시설관리공단","032-575-2600","","","","37.511809","126.678265","2025-11-14","3561000","인천광역시 서해구"
"검암도서관","인천광역시","서구","공공도서관","월+국가지정공휴일","09:00","22:00","09:00","18:00","00:00","00:00","350","59928","34","1455","5","14","인천광역시 서구 검암로20번길 20","인천광역시서구시설관리공단","032-565-1610","","","","37.56602786","126.6830625","2025-11-14","3561000","인천광역시 서해구"
